PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.FastaFiles,PG.Qvalue,PG.Cscore,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.Quantity
Cont_P01966,Cont_P01966,HBA,Hemoglobin subunit alpha,Cont_P01966,HBA_BOVIN,Frankenfield2022_Universal_Contaminants,0.002531645569620253,36.9122,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,890.8509521484375,NaN,2438.491455078125,NaN,NaN,1676.351318359375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cont_P02081,Cont_P02081,,Hemoglobin fetal subunit beta,Cont_P02081,HBBF_BOVIN,Frankenfield2022_Universal_Contaminants,0,44.70834,0,0,1,0,1,0,2,2,2,1,1,1,2,1,1,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,2557.59228515625,NaN,768.5713500976562,NaN,3168.0615234375,2331.091796875,4031.89306640625,4142.57177734375,4524.84326171875,5254.00048828125,2119.45361328125,3193.006103515625,760.184814453125,12936.23828125,10375.857421875,9990.298828125
Cont_P02533;P02533,Cont_P02533;P02533,KRT14,"Keratin, type I cytoskeletal 14;Keratin, type I cytoskeletal 14",Cont_P02533;P02533,K1C14_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,55.23018,62,67,24,61,70,53,50,52,51,45,46,44,69,63,64,55,49,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2139405,4136996.75,156159.890625,985136.6875,1979479.875,452985.65625,284547.40625,255450.90625,232931.859375,462586.84375,397017.40625,261535.953125,1390734.375,1717739.375,759761.9375,317599.15625,335536.71875,132960.21875
Cont_P02535,Cont_P02535,Krt10,"Keratin, type I cytoskeletal 10",Cont_P02535,K1C10_MOUSE,Frankenfield2022_Universal_Contaminants,0,47.203686,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47711.43359375,24151.490234375,27421.138671875,85266.734375,45644.640625,31194.359375,37054.6953125,28891.716796875,22226.205078125,20366.537109375,28177.701171875,33909.97265625,56694.48828125,297127.5625,69871.015625,18447.478515625,42604.21875,13604.5546875
Cont_P02538;P02538,Cont_P02538;P02538,KRT6A,"Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A",Cont_P02538;P02538,K2C6A_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,57.087807,68,76,27,60,80,50,43,48,49,45,42,48,75,64,61,57,51,46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8093407,10590938,336149.375,2233701,4623233.5,1066045.5,525673.0625,638193.3125,609790,1030999.375,923668.6875,966753.4375,3329170.75,3702860,1791846.5,795283.4375,836907.9375,459095.4375
Cont_P02662,Cont_P02662,CSN1S1,Alpha-S1-casein,Cont_P02662,CASA1_BOVIN,Frankenfield2022_Universal_Contaminants,0,48.47186,2,2,2,8,4,4,2,4,3,2,10,2,4,8,7,3,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37111.93359375,42126.92578125,23691.509765625,349966.40625,167274.234375,63011.38671875,22763.173828125,31458.751953125,10442.8017578125,16329.2451171875,997355.5625,16645.58984375,35249.2421875,351096.375,173992.4375,12991.7880859375,11723.1796875,7841.115234375
Cont_P02663,Cont_P02663,CSN1S2,Alpha-S2-casein,Cont_P02663,CASA2_BOVIN,Frankenfield2022_Universal_Contaminants,0,41.24913,0,1,0,6,5,3,0,2,1,0,6,0,2,5,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,20.98983383178711,NaN,44356.78125,16229.310546875,859.955078125,NaN,1741.2200927734375,7380.64453125,NaN,64557.546875,NaN,1756.1617431640625,10393.728515625,11647.423828125,NaN,NaN,NaN
Cont_P02666,Cont_P02666,CSN2,Beta-casein,Cont_P02666,CASB_BOVIN,Frankenfield2022_Universal_Contaminants,0,47.879818,2,4,2,10,8,8,5,6,5,1,10,6,6,9,9,6,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48151.140625,44619.12890625,48291.13671875,261320.375,104374.5625,53646.05078125,22126.14453125,26265.958984375,12218.529296875,78232.5546875,493575.71875,30008.208984375,39941.04296875,133837.421875,94137.4296875,12761.64453125,21381.412109375,21399.830078125
Cont_P02668,Cont_P02668,CSN3,Kappa-casein,Cont_P02668,CASK_BOVIN,Frankenfield2022_Universal_Contaminants,0,45.492577,0,0,0,2,2,1,1,1,0,0,2,0,1,2,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,432159.15625,165277.5625,31202.513671875,10433.33203125,27074.216796875,NaN,NaN,913829.25,NaN,7475.00634765625,121307.8046875,55956.1171875,NaN,6865.51953125,NaN
Cont_P02754,Cont_P02754,LGB,Beta-lactoglobulin,Cont_P02754,LACB_BOVIN,Frankenfield2022_Universal_Contaminants,0,42.094147,0,1,0,11,9,2,4,1,1,0,11,3,1,10,11,4,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,2682.8291015625,NaN,26831.546875,4890.18115234375,117.04783630371094,586.7271728515625,144.1586456298828,123.79573822021484,NaN,20034.66796875,485.9878234863281,388.3328857421875,6868.43798828125,10336.546875,2645.204833984375,NaN,NaN
Cont_P02769,Cont_P02769,ALB,Albumin,Cont_P02769,ALBU_BOVIN,Frankenfield2022_Universal_Contaminants,0,50.427166,17,21,50,93,48,57,51,51,45,60,52,71,61,64,80,87,51,39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16546.994140625,19391.240234375,114505.296875,1456728.75,31791.130859375,51387.98046875,29770.693359375,41246.79296875,23357.197265625,127550.5078125,76405.265625,263587.3125,74584.09375,111214.2265625,199904.28125,268630.6875,47412.13671875,22630.099609375
Cont_P04259;P04259,Cont_P04259;P04259,KRT6B,"Keratin, type II cytoskeletal 6B;Keratin, type II cytoskeletal 6B",Cont_P04259;P04259,K2C6B_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,56.32671,6,7,2,4,5,4,5,5,4,3,3,2,7,4,2,6,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,186699.125,232592.875,28088.779296875,16038.4169921875,12761.505859375,6478.916015625,10827.4365234375,17315.8203125,5721.7197265625,14307.7197265625,12787.466796875,19889.7734375,18347.59375,10000.6259765625,1831.0267333984375,4414.60546875,4329.31396484375,NaN
Cont_P04264;P04264,Cont_P04264;P04264,KRT1,"Keratin, type II cytoskeletal 1;Keratin, type II cytoskeletal 1",Cont_P04264;P04264,K2C1_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,53.815372,89,86,59,106,106,94,91,90,89,82,78,78,108,111,103,94,95,85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5319813,3919103.75,799995.4375,4613540,6213510,2312561,1709438.875,1388071.375,1312620,2437812.5,1613995.25,1455835.375,6552331,15183604,4502312,1894266.625,1928700.25,1006334.0625
Cont_P05783;P05783,Cont_P05783;P05783,KRT18,"Keratin, type I cytoskeletal 18;Keratin, type I cytoskeletal 18",Cont_P05783;P05783,K1C18_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,48.56472,0,0,0,1,0,0,0,0,0,1,0,1,4,2,3,3,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,5203.20458984375,NaN,NaN,NaN,NaN,NaN,8751.2021484375,NaN,9490.7451171875,23244.693359375,4963.58154296875,10320.794921875,9031.505859375,10146.4873046875,6131.0224609375
Cont_P05787;P05787,Cont_P05787;P05787,KRT8,"Keratin, type II cytoskeletal 8;Keratin, type II cytoskeletal 8",Cont_P05787;P05787,K2C8_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,51.7894,0,0,0,2,2,1,0,2,1,0,0,2,7,2,6,5,5,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,27429.615234375,74998.640625,13692.2158203125,NaN,8230.595703125,1873.6107177734375,NaN,NaN,10977.8447265625,47381.15625,41246.06640625,18692.572265625,10729.54296875,8994.5654296875,7360.9111328125
Cont_P08169,Cont_P08169,IGF2R,Cation-independent mannose-6-phosphate receptor,Cont_P08169,MPRI_BOVIN,Frankenfield2022_Universal_Contaminants,0,52.892773,5,7,6,6,7,7,8,8,8,8,8,8,6,7,7,9,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39727.74609375,38742.23046875,53665.66015625,46413.53515625,39960.55078125,44480.26171875,45199.6484375,48367.0703125,49980.60546875,41980.6640625,39534.56640625,37320.91015625,43174.7578125,46498.28515625,45726.1796875,40325.1171875,31985.42578125,36147.2890625
Cont_P08779;P08779,Cont_P08779;P08779,KRT16,"Keratin, type I cytoskeletal 16;Keratin, type I cytoskeletal 16",Cont_P08779;P08779,K1C16_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,53.350445,46,55,5,37,49,29,20,29,29,19,23,10,47,39,33,25,24,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,247027.765625,560083.1875,140.4635772705078,37710.58984375,102431.8046875,15024.1318359375,5623.8134765625,12735.078125,7947.81787109375,10512.2431640625,11352.85546875,1562.0008544921875,62881.60546875,36418.60546875,23087.36328125,9384.9619140625,9063.03125,1854.5286865234375
Cont_P12763,Cont_P12763,AHSG,Alpha-2-HS-glycoprotein,Cont_P12763,FETUA_BOVIN,Frankenfield2022_Universal_Contaminants,0,48.55017,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,1800.0137939453125,2692.623046875,6498.544921875,7372.509765625,9188.6015625,6745.046875,8159.490234375,9835.2666015625,4567.38720703125,3288.671142578125,4390.82763671875,11596.8271484375,12349.5634765625,8904.119140625,9245.8359375,5287.69970703125,5696.4296875
Cont_P13645;P13645,Cont_P13645;P13645,KRT10,"Keratin, type I cytoskeletal 10;Keratin, type I cytoskeletal 10",Cont_P13645;P13645,K1C10_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,50.113827,53,53,40,69,71,60,65,64,61,55,54,56,70,69,69,62,63,56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1497047.5,1366820.25,233818.96875,2103411.75,2236880.25,928336.9375,635117.75,649422.0625,550125.5625,734618,478897.4375,618437.4375,2583387,8758254,1949596.875,779072.1875,824532.4375,328076.125
Cont_P13646;P13646,Cont_P13646;P13646,KRT13,"Keratin, type I cytoskeletal 13;Keratin, type I cytoskeletal 13",Cont_P13646;P13646,K1C13_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,47.98983,6,3,5,13,14,5,12,7,4,4,3,13,5,10,14,7,3,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,467038.34375,465641.75,81444.78125,802440.8125,630325.8125,304190.625,200899.4375,173826.296875,171632.46875,184496.046875,123496.09375,304891.125,621381.75,925666.5625,566709.5,166028.40625,210257.25,149194.109375
Cont_P13647;P13647,Cont_P13647;P13647,KRT5,"Keratin, type II cytoskeletal 5;Keratin, type II cytoskeletal 5",Cont_P13647;P13647,K2C5_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,51.20012,30,28,10,35,40,27,31,28,29,25,19,24,38,40,36,32,29,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70094.609375,69190.96875,12874.2216796875,63038.375,98126.625,29429.025390625,20043.150390625,15462.4892578125,12960.853515625,18675.630859375,16510.94140625,14622.76171875,91955.7734375,139450.5625,50812.625,19513.501953125,17314.28125,8646.2724609375
Cont_P19013;P19013,Cont_P19013;P19013,KRT4,"Keratin, type II cytoskeletal 4;Keratin, type II cytoskeletal 4",Cont_P19013;P19013,K2C4_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,51.10514,4,3,3,28,24,5,15,4,6,5,3,19,6,10,28,4,4,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1165281.875,4264411.5,232239.46875,2061365,1046686.375,389072.46875,412479.96875,229168.953125,175498.59375,311429.875,299469.5,407341.8125,909506.5625,853212,1061864.75,225273.734375,297649.03125,277514.84375
Cont_P20930;P20930,Cont_P20930;P20930,FLG,Filaggrin,Cont_P20930;P20930,FILA_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,45.166565,3,3,0,3,2,1,0,1,0,0,0,0,4,4,1,3,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11479.880859375,26316.373046875,NaN,812.9139404296875,4131.314453125,745.0458374023438,NaN,603.4848022460938,NaN,NaN,NaN,NaN,4112.23193359375,10609.7265625,57.38214874267578,1979.509033203125,NaN,NaN
Cont_P22629,Cont_P22629,,Streptavidin,Cont_P22629,SAV_STRAV,Frankenfield2022_Universal_Contaminants,0,49.02552,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1067227.5,1023746.6875,733178.5,2841475.25,1561542,1632683.875,850503.125,871767.25,768329.8125,731739,563871.0625,769937,1389157.5,1293161.25,1233214.25,674343.8125,831812.3125,890732.625
Cont_P35527;P35527,Cont_P35527;P35527,KRT9,"Keratin, type I cytoskeletal 9;Keratin, type I cytoskeletal 9",Cont_P35527;P35527,K1C9_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,55.190384,70,62,46,82,82,76,78,73,77,66,62,63,85,79,82,79,76,73,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,592615.5,199053.375,78591.421875,439134.25,494500.59375,201462.578125,188825.8125,124703.3125,129933.015625,255355.796875,153494.578125,127667.21875,633352.6875,873064.625,372641.46875,153578.078125,177850.078125,109297.6875
Cont_P35908;P35908,Cont_P35908;P35908,KRT2,"Keratin, type II cytoskeletal 2 epidermal;Keratin, type II cytoskeletal 2 epidermal",Cont_P35908;P35908,K22E_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,54.745445,50,61,27,77,77,63,73,71,69,57,48,56,83,82,78,75,66,60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255303.296875,372020.875,74312.8671875,490527.75,348780.3125,199329.578125,158028.171875,160657.4375,134748.125,209439.625,126941.5703125,173463.484375,583691.375,1575761.375,441312.09375,175257.484375,195575.515625,82260.8203125
Cont_P60712;P60709,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",Cont_P60712;P60709,ACTB_BOVIN;ACTB_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,56.97181,111,121,115,144,147,141,149,143,145,60,74,82,102,73,95,108,98,92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6126852.5,11479859,9272824,18497874,25334136,28015552,21363046,15701064,11411748,223348.421875,289770.5,525674.6875,826338.3125,302921.8125,587644.6875,719056.1875,492918.4375,378560.78125
Cont_P63103;P63104,Cont_P63103;P63104,YWHAZ,14-3-3 protein zeta/delta,Cont_P63103;P63104,1433Z_BOVIN;1433Z_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,49.430836,6,9,15,14,18,14,18,18,18,10,8,15,15,14,14,18,13,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48661.14453125,65209.41796875,104343.1796875,91333.6015625,88875.0703125,56297.625,110496.8515625,76466.0234375,177076.515625,25648.58984375,15799.0087890625,48647.5546875,53357.45703125,44577.1953125,44044.94921875,132747.484375,19467.1953125,19947.32421875
Cont_P68103;P68104,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,Cont_P68103;P68104,EF1A1_BOVIN;EF1A1_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,52.69258,48,53,56,64,63,64,69,67,69,56,56,60,61,61,62,68,63,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1120327,1112715.375,1395532,1203973.25,1352034.125,1383783.5,1543870.375,1433314.125,2136388.75,959556.6875,941180,1042139.8125,982744.75,1123806.5,1122196.625,1084774.625,908260.5,923479.3125
Cont_P78386;P78386,Cont_P78386;P78386,KRT85,"Keratin, type II cuticular Hb5;Keratin, type II cuticular Hb5",Cont_P78386;P78386,KRT85_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,41.446316,0,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,73400.4921875,118703.7109375,31428.35546875,16557.486328125,13224.03515625,65340.71484375,42052.78125,101771.8515625,21454.28125,17670.869140625,45721.18359375,13543.9482421875,14007.3798828125,5949.78125,73089.15625,10803.7841796875,10894.5908203125
Cont_P80109,Cont_P80109,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D,Cont_P80109,PHLD_BOVIN,Frankenfield2022_Universal_Contaminants,0.0006618133686300463,39.526478,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,NaN,NaN,4203.01123046875,NaN,NaN,NaN,41946.9765625,47049.84765625,28318.25390625,4674.1455078125,32455.4609375,NaN,13310.3330078125,10908.701171875,6651.505859375
Cont_P81948;P68366,Cont_P81948;P68366,TUBA4A,Tubulin alpha-4A chain,Cont_P81948;P68366,TBA4A_BOVIN;TBA4A_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,46.01864,5,5,4,5,6,5,5,5,5,5,5,5,5,6,5,5,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,499245,552444.8125,658088.5,500520.65625,621615.0625,620959.25,827503.3125,696391.625,813013.75,582370.875,675966.4375,519693.84375,616864.375,572938.6875,658318.4375,675627.1875,595260.1875,587227.5
Cont_Q04695;Q04695,Cont_Q04695;Q04695,KRT17,"Keratin, type I cytoskeletal 17;Keratin, type I cytoskeletal 17",Cont_Q04695;Q04695,K1C17_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,49.450977,9,21,2,10,18,6,7,7,7,4,6,6,15,11,11,11,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,448107.8125,1359473.125,55562.34375,230873.9375,821818.5625,130763.5546875,79410.5234375,100373.546875,84308.8046875,90361.4609375,71987.1484375,74590.984375,420579.125,346482.5,114833.671875,98647.1875,89964.640625,31877.419921875
Cont_Q14532;Q14532,Cont_Q14532;Q14532,KRT32,"Keratin, type I cuticular Ha2;Keratin, type I cuticular Ha2",Cont_Q14532;Q14532,K1H2_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0.0006618133686300463,39.30401,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19343.490234375,NaN,NaN,NaN,NaN,14514.0927734375,NaN,NaN,NaN,NaN
Cont_Q14CN4;Q14CN4,Cont_Q14CN4;Q14CN4,KRT72,"Keratin, type II cytoskeletal 72;Keratin, type II cytoskeletal 72",Cont_Q14CN4;Q14CN4,K2C72_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,52.214207,2,5,4,6,6,6,6,6,5,5,5,5,5,5,6,6,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,164284.03125,41936.65234375,14238.8271484375,25893.06640625,32019.2578125,19020.462890625,38197.07421875,24199.07421875,24577.248046875,32630.9765625,88889.4609375,143895.203125,208618.8125,24980.87890625,103938.1328125,91643.71875,166833.953125,81093.5859375
Cont_Q15323;Q15323,Cont_Q15323;Q15323,KRT31,"Keratin, type I cuticular Ha1;Keratin, type I cuticular Ha1",Cont_Q15323;Q15323,K1H1_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,45.60954,1,0,0,1,7,11,3,0,11,0,4,2,1,5,1,6,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2733.83740234375,NaN,NaN,50190.6328125,26338.58203125,34110.85546875,6770.9609375,NaN,10066.072265625,NaN,3990.447509765625,6260.28564453125,3401.70703125,3904.714111328125,18272.384765625,10719.1396484375,NaN,12326.3427734375
Cont_Q2HJ86,Cont_Q2HJ86,TUBA1D,Tubulin alpha-1D chain,Cont_Q2HJ86,TBA1D_BOVIN,Frankenfield2022_Universal_Contaminants,0,53.53415,43,42,43,45,46,46,50,49,50,43,45,43,46,48,47,50,48,48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1435705.75,1309603.875,1523044.5,1712671.125,1464389.875,1569989.375,1880396.125,1658617.75,2101781.75,1169759,1294451.125,1175299.375,1727171.25,1816981.5,1667017.75,1374331,1322914.875,1253993.875
Cont_Q2KJD0;P07437,Cont_Q2KJD0;P07437,TUBB5;TUBB,Tubulin beta-5 chain;Tubulin beta chain,Cont_Q2KJD0;P07437,TBB5_BOVIN;TBB5_HUMAN,Frankenfield2022_Universal_Contaminants;uniprot_sprot_2022-01-07_HUMAN,0,52.013912,9,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,662939.6875,653812.1875,816550.1875,833646.375,599426.0625,727538.125,816939.3125,758308.4375,1018520,622016.625,662704.5625,598881.375,739382.5625,668389.5625,712310.5625,660806.875,660162.125,585093.6875
